produto_id,categoria,sub_categoria,nome_produto
OFF-AR-10004986,Office Supplies,Art,"Boston Pens, Easy-Erase"
OFF-BI-10004644,Office Supplies,Binders,"Cardinal Index Tab, Durable"
OFF-BI-10003265,Office Supplies,Binders,"Wilson Jones Binder, Clear"
OFF-FA-10002481,Office Supplies,Fasteners,"OIC Rubber Bands, 12 Pack"
OFF-KRA-10000534,Office Supplies,Envelopes,"Kraft Interoffice Envelope, Security-Tint"
TEC-MOT-10004682,Technology,Phones,"Motorola Office Telephone, VoIP"
OFF-PA-10001516,Office Supplies,Paper,"Xerox Note Cards, Recycled"
OFF-BI-10000070,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Clear"
OFF-PA-10002461,Office Supplies,Paper,"Eaton Parchment Paper, Multicolor"
OFF-FA-10003213,Office Supplies,Fasteners,"Stockwell Paper Clips, Assorted Sizes"
OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set
OFF-ELD-10002240,Office Supplies,Storage,"Eldon Shelving, Wire Frame"
FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke"
OFF-ELI-10001176,Office Supplies,Supplies,"Elite Box Cutter, Easy Grip"
OFF-SU-10001980,Office Supplies,Supplies,"Acme Letter Opener, High Speed"
OFF-BI-10004628,Office Supplies,Binders,"Cardinal Binder, Durable"
OFF-ST-10001091,Office Supplies,Storage,"Smead Box, Industrial"
FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps
OFF-BI-10004140,Office Supplies,Binders,"Cardinal Index Tab, Clear"
OFF-EN-10003049,Office Supplies,Envelopes,"GlobeWeis Clasp Envelope, Security-Tint"
OFF-LA-10002974,Office Supplies,Labels,"Avery File Folder Labels, Laser Printer Compatible"
OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes"
OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs
OFF-FA-10004410,Office Supplies,Fasteners,"Stockwell Staples, Metal"
OFF-FA-10002163,Office Supplies,Fasteners,"Stockwell Rubber Bands, Assorted Sizes"
OFF-ST-10002151,Office Supplies,Storage,"Eldon Box, Blue"
OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”"
OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote
OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder
OFF-PA-10002488,Office Supplies,Paper,"Xerox Message Books, Multicolor"
OFF-BI-10001717,Office Supplies,Binders,"Avery Hole Reinforcements, Durable"
OFF-FA-10003990,Office Supplies,Fasteners,"Stockwell Clamps, Metal"
TEC-AC-10000588,Technology,Accessories,"SanDisk Flash Drive, Bluetooth"
FUR-ADV-10001283,Furniture,Furnishings,"Advantus Frame, Black"
OFF-ADV-10004241,Office Supplies,Fasteners,"Advantus Thumb Tacks, 12 Pack"
OFF-ST-10001694,Office Supplies,Storage,"Smead Folders, Blue"
TEC-AC-10002295,Technology,Accessories,"Logitech Flash Drive, Bluetooth"
OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder
OFF-AR-10004691,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener
OFF-BI-10002047,Office Supplies,Binders,"Acco Index Tab, Durable"
OFF-EN-10002090,Office Supplies,Envelopes,"Kraft Peel and Seal, with clear poly window"
OFF-LA-10000658,Office Supplies,Labels,"Avery Shipping Labels, 5000 Label Set"
OFF-SU-10004434,Office Supplies,Supplies,"Kleencut Box Cutter, Easy Grip"
OFF-JIF-10002184,Office Supplies,Envelopes,"Jiffy Business Envelopes, Recycled"
FUR-FU-10004823,Furniture,Furnishings,"Advantus Clock, Erganomic"
FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7"
OFF-CUI-10002314,Office Supplies,Appliances,"Cuisinart Coffee Grinder, Silver"
OFF-JIF-10002275,Office Supplies,Envelopes,"Jiffy Clasp Envelope, with clear poly window"
TEC-MA-10003816,Technology,Machines,"Epson Calculator, White"
OFF-LA-10004738,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, Alphabetical"
OFF-PA-10003573,Office Supplies,Paper,"Enermax Parchment Paper, 8.5 x 11"
OFF-FA-10000631,Office Supplies,Fasteners,"Accos Rubber Bands, Assorted Sizes"
OFF-PA-10004856,Office Supplies,Paper,"Xerox Memo Slips, Recycled"
OFF-LA-10001731,Office Supplies,Labels,"Avery Removable Labels, Alphabetical"
OFF-ST-10000661,Office Supplies,Storage,"Tenex Box, Industrial"
OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes"
FUR-LES-10003538,Furniture,Tables,"Lesro Coffee Table, Fully Assembled"
OFF-SU-10001709,Office Supplies,Supplies,"Kleencut Scissors, High Speed"
OFF-EN-10004521,Office Supplies,Envelopes,"Ames Manila Envelope, Security-Tint"
OFF-AP-10004052,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk"
TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired
OFF-SU-10001455,Office Supplies,Supplies,"Acme Box Cutter, Easy Grip"
TEC-MA-10003066,Technology,Machines,Wasp CCD Handheld Bar Code Reader
FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle
TEC-BEL-10001391,Technology,Accessories,"Belkin Numeric Keypad, USB"
OFF-EN-10003689,Office Supplies,Envelopes,"Kraft Business Envelopes, Security-Tint"
OFF-PA-10003832,Office Supplies,Paper,"Xerox Message Books, 8.5 x 11"
OFF-LA-10000688,Office Supplies,Labels,"Harbour Creations Shipping Labels, Laser Printer Compatible"
OFF-LA-10004756,Office Supplies,Labels,"Avery Removable Labels, Laser Printer Compatible"
FUR-BO-10001746,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Pine"
FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry"
OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs
OFF-ACC-10001703,Office Supplies,Binders,"Acco Binder, Recycled"
OFF-EN-10000358,Office Supplies,Envelopes,"Cameo Business Envelopes, Recycled"
OFF-AR-10000255,Office Supplies,Art,Newell 328
OFF-STO-10001150,Office Supplies,Fasteners,"Stockwell Rubber Bands, 12 Pack"
OFF-LA-10002883,Office Supplies,Labels,"Avery Removable Labels, Alphabetical"
OFF-FIS-10002759,Office Supplies,Supplies,"Fiskars Letter Opener, High Speed"
FUR-ADV-10001659,Furniture,Furnishings,"Advantus Light Bulb, Durable"
OFF-LA-10002633,Office Supplies,Labels,"Novimex Shipping Labels, Laser Printer Compatible"
OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils
OFF-ACC-10004910,Office Supplies,Fasteners,"Accos Rubber Bands, Metal"
OFF-EN-10003999,Office Supplies,Envelopes,"Cameo Peel and Seal, with clear poly window"
OFF-PA-10000108,Office Supplies,Paper,"Green Bar Parchment Paper, 8.5 x 11"
OFF-SU-10003040,Office Supplies,Supplies,"Stiletto Box Cutter, Serrated"
OFF-LA-10004648,Office Supplies,Labels,"Avery Color Coded Labels, 5000 Label Set"
OFF-BI-10003324,Office Supplies,Binders,"Acco Hole Reinforcements, Recycled"
OFF-LA-10001830,Office Supplies,Labels,"Hon Round Labels, Laser Printer Compatible"
OFF-FA-10001187,Office Supplies,Fasteners,"Stockwell Paper Clips, Bulk Pack"
OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages"
OFF-LA-10003396,Office Supplies,Labels,"Avery Color Coded Labels, Laser Printer Compatible"
FUR-FU-10002506,Furniture,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp"
OFF-STO-10000923,Office Supplies,Fasteners,"Stockwell Staples, Bulk Pack"
OFF-EN-10004404,Office Supplies,Envelopes,"Jiffy Manila Envelope, with clear poly window"
OFF-STI-10000388,Office Supplies,Supplies,"Stiletto Scissors, Serrated"
OFF-EN-10003628,Office Supplies,Envelopes,"GlobeWeis Manila Envelope, Set of 50"
OFF-BI-10000325,Office Supplies,Binders,"Wilson Jones Binder Covers, Recycled"
OFF-AR-10001336,Office Supplies,Art,"Binney & Smith Pens, Blue"
OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11"""
TEC-MOT-10001535,Technology,Phones,"Motorola Headset, VoIP"
OFF-HON-10004698,Office Supplies,Labels,"Hon File Folder Labels, Laser Printer Compatible"
OFF-LA-10001154,Office Supplies,Labels,"Hon Shipping Labels, Adjustable"
OFF-FA-10004339,Office Supplies,Fasteners,"Stockwell Staples, Metal"
OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box
OFF-LA-10003591,Office Supplies,Labels,"Smead Removable Labels, Laser Printer Compatible"
OFF-FA-10000059,Office Supplies,Fasteners,"Stockwell Clamps, Bulk Pack"
OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips
OFF-ACM-10002713,Office Supplies,Supplies,"Acme Box Cutter, Steel"
FUR-FU-10000790,Furniture,Furnishings,"Rubbermaid Light Bulb, Black"
OFF-BI-10003879,Office Supplies,Binders,"Ibico Binder Covers, Economy"
OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements
OFF-EN-10000532,Office Supplies,Envelopes,"Cameo Clasp Envelope, Set of 50"
OFF-FA-10002964,Office Supplies,Fasteners,"Accos Clamps, 12 Pack"
TEC-AC-10000873,Technology,Accessories,"Belkin Mouse, USB"
FUR-FU-10004497,Furniture,Furnishings,"Tenex Door Stop, Erganomic"
OFF-BI-10003856,Office Supplies,Binders,"Ibico Index Tab, Clear"
OFF-EN-10003630,Office Supplies,Envelopes,"GlobeWeis Business Envelopes, Set of 50"
OFF-PA-10001952,Office Supplies,Paper,Xerox 1902
OFF-FA-10002459,Office Supplies,Fasteners,"Advantus Clamps, Bulk Pack"
FUR-CH-10003874,Furniture,Chairs,"Hon Chairmat, Red"
OFF-FA-10003411,Office Supplies,Fasteners,"OIC Staples, Bulk Pack"
FUR-DEF-10003140,Furniture,Furnishings,"Deflect-O Light Bulb, Duo Pack"
FUR-FU-10004236,Furniture,Furnishings,"Deflect-O Light Bulb, Black"
OFF-EN-10003520,Office Supplies,Envelopes,"Kraft Mailers, Recycled"
OFF-SAN-10001862,Office Supplies,Art,"Sanford Highlighters, Easy-Erase"
OFF-PA-10003365,Office Supplies,Paper,"Eaton Cards & Envelopes, Multicolor"
FUR-CH-10004992,Furniture,Chairs,"Hon Bag Chairs, Red"
FUR-FU-10004096,Furniture,Furnishings,"Deflect-O Light Bulb, Erganomic"
OFF-PA-10004020,Office Supplies,Paper,"SanDisk Message Books, 8.5 x 11"
OFF-BOS-10003113,Office Supplies,Art,"Boston Pens, Water Color"
OFF-FA-10001152,Office Supplies,Fasteners,"Stockwell Clamps, Metal"
TEC-AC-10004406,Technology,Accessories,"Memorex Keyboard, USB"
OFF-FA-10000099,Office Supplies,Fasteners,"Stockwell Paper Clips, Metal"
OFF-BI-10003870,Office Supplies,Binders,"Wilson Jones Binder Covers, Economy"
OFF-AR-10000314,Office Supplies,Art,"BIC Highlighters, Fluorescent"
FUR-BUS-10002192,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Metal"
OFF-FA-10001401,Office Supplies,Fasteners,"OIC Staples, 12 Pack"
OFF-CAM-10002611,Office Supplies,Envelopes,"Cameo Interoffice Envelope, Recycled"
OFF-FIS-10004721,Office Supplies,Supplies,"Fiskars Box Cutter, Serrated"
OFF-PA-10003518,Office Supplies,Paper,"Enermax Computer Printout Paper, Multicolor"
FUR-CH-10000689,Furniture,Chairs,"SAFCO Chairmat, Red"
FUR-FU-10001015,Furniture,Furnishings,"Eldon Stacking Tray, Black"
TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet
OFF-HAR-10003580,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, Alphabetical"
OFF-AR-10002535,Office Supplies,Art,"Stanley Markers, Water Color"
OFF-PA-10001275,Office Supplies,Paper,"Xerox Note Cards, Multicolor"
OFF-PA-10004438,Office Supplies,Paper,Xerox 1907
OFF-FA-10004239,Office Supplies,Fasteners,"Advantus Staples, Metal"
OFF-PA-10004621,Office Supplies,Paper,Xerox 212
OFF-ST-10003648,Office Supplies,Storage,"Smead Folders, Wire Frame"
OFF-PA-10000705,Office Supplies,Paper,"Eaton Note Cards, Multicolor"
FUR-FU-10000548,Furniture,Furnishings,"Tenex Stacking Tray, Durable"
OFF-EN-10002081,Office Supplies,Envelopes,"Jiffy Mailers, Set of 50"
TEC-NOK-10001058,Technology,Phones,"Nokia Office Telephone, Full Size"
FUR-IKE-10003576,Furniture,Bookcases,"Ikea Floating Shelf Set, Pine"
OFF-SU-10003082,Office Supplies,Supplies,"Acme Box Cutter, Easy Grip"
OFF-AR-10003989,Office Supplies,Art,"Sanford Pencil Sharpener, Fluorescent"
OFF-SU-10004727,Office Supplies,Supplies,"Stiletto Letter Opener, Easy Grip"
FUR-FU-10002972,Furniture,Furnishings,"Advantus Light Bulb, Duo Pack"
OFF-PA-10000655,Office Supplies,Paper,"Enermax Parchment Paper, Multicolor"
OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos
OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray"
TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0
OFF-FA-10003587,Office Supplies,Fasteners,"Advantus Push Pins, Assorted Sizes"
OFF-SU-10000180,Office Supplies,Supplies,"Acme Shears, Serrated"
TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset
TEC-MA-10000711,Technology,Machines,"StarTech Receipt Printer, Durable"
OFF-LA-10002733,Office Supplies,Labels,"Novimex File Folder Labels, Alphabetical"
OFF-ROG-10002682,Office Supplies,Storage,"Rogers Box, Industrial"
TEC-MA-10001447,Technology,Machines,"Konica Phone, Red"
TEC-SAN-10002684,Technology,Accessories,"SanDisk Flash Drive, USB"
OFF-AME-10001587,Office Supplies,Envelopes,"Ames Peel and Seal, with clear poly window"
OFF-LA-10003140,Office Supplies,Labels,"Harbour Creations Round Labels, Alphabetical"
OFF-LA-10001413,Office Supplies,Labels,"Hon Shipping Labels, Laser Printer Compatible"
OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper
TEC-MOT-10004111,Technology,Phones,"Motorola Office Telephone, with Caller ID"
OFF-LA-10002180,Office Supplies,Labels,"Hon Color Coded Labels, 5000 Label Set"
OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs
TEC-AC-10001590,Technology,Accessories,Dell Slim USB Multimedia Keyboard
OFF-ST-10001576,Office Supplies,Storage,"Tenex Folders, Blue"
OFF-FA-10002350,Office Supplies,Fasteners,"OIC Staples, Assorted Sizes"
OFF-PA-10000344,Office Supplies,Paper,"SanDisk Memo Slips, 8.5 x 11"
TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7
OFF-ST-10000268,Office Supplies,Storage,"Smead Box, Blue"
OFF-BI-10004541,Office Supplies,Binders,"Wilson Jones Binder, Durable"
OFF-EN-10004503,Office Supplies,Envelopes,"GlobeWeis Peel and Seal, Security-Tint"
OFF-FA-10004664,Office Supplies,Fasteners,"Advantus Push Pins, Bulk Pack"
OFF-SU-10004873,Office Supplies,Supplies,"Fiskars Box Cutter, Easy Grip"
OFF-AME-10002949,Office Supplies,Envelopes,"Ames Clasp Envelope, with clear poly window"
FUR-SAF-10000565,Furniture,Chairs,"SAFCO Bag Chairs, Adjustable"
OFF-BI-10004470,Office Supplies,Binders,"Wilson Jones Index Tab, Durable"
OFF-PA-10002371,Office Supplies,Paper,"Green Bar Message Books, 8.5 x 11"
OFF-BI-10000348,Office Supplies,Binders,"Cardinal Index Tab, Durable"
OFF-LA-10003444,Office Supplies,Labels,"Smead Legal Exhibit Labels, Alphabetical"
OFF-FA-10002683,Office Supplies,Fasteners,"Stockwell Staples, Assorted Sizes"
OFF-LA-10003644,Office Supplies,Labels,"Novimex Removable Labels, Adjustable"
OFF-GLO-10003639,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, Security-Tint"
OFF-EN-10004956,Office Supplies,Envelopes,"Jiffy Interoffice Envelope, Set of 50"
OFF-EN-10000872,Office Supplies,Envelopes,"Ames Business Envelopes, Set of 50"
OFF-AR-10003466,Office Supplies,Art,"Binney & Smith Highlighters, Easy-Erase"
FUR-FU-10000647,Furniture,Furnishings,"Tenex Door Stop, Erganomic"
OFF-AR-10001525,Office Supplies,Art,"Stanley Highlighters, Blue"
OFF-FA-10001815,Office Supplies,Fasteners,"Advantus Push Pins, Bulk Pack"
OFF-FA-10004606,Office Supplies,Fasteners,"Stockwell Staples, 12 Pack"
OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner
OFF-FA-10004637,Office Supplies,Fasteners,"Accos Thumb Tacks, Metal"
OFF-LA-10000413,Office Supplies,Labels,"Hon Legal Exhibit Labels, Alphabetical"
OFF-EN-10003511,Office Supplies,Envelopes,"Jiffy Interoffice Envelope, Security-Tint"
OFF-EN-10002630,Office Supplies,Envelopes,"Ames Business Envelopes, Recycled"
OFF-EN-10004547,Office Supplies,Envelopes,"Ames Business Envelopes, Security-Tint"
OFF-PA-10002356,Office Supplies,Paper,"Xerox Parchment Paper, Recycled"
OFF-SU-10002362,Office Supplies,Supplies,"Acme Ruler, Serrated"
OFF-EN-10001977,Office Supplies,Envelopes,"Cameo Business Envelopes, Recycled"
OFF-FA-10001764,Office Supplies,Fasteners,"OIC Staples, Bulk Pack"
FUR-FU-10000142,Furniture,Furnishings,"Tenex Stacking Tray, Erganomic"
FUR-FU-10004730,Furniture,Furnishings,"Rubbermaid Light Bulb, Erganomic"
OFF-AP-10001606,Office Supplies,Appliances,"KitchenAid Toaster, Black"
OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins
TEC-MA-10003630,Technology,Machines,"Epson Calculator, White"
OFF-PA-10002245,Office Supplies,Paper,Xerox 1895
OFF-EN-10001028,Office Supplies,Envelopes,Staples
OFF-FA-10004587,Office Supplies,Fasteners,"Advantus Rubber Bands, 12 Pack"
OFF-FA-10002491,Office Supplies,Fasteners,"Stockwell Rubber Bands, Bulk Pack"
OFF-AR-10000540,Office Supplies,Art,"Binney & Smith Markers, Water Color"
FUR-BO-10001699,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Mobile"
OFF-LA-10000879,Office Supplies,Labels,"Hon File Folder Labels, Alphabetical"
OFF-BI-10004795,Office Supplies,Binders,"Avery Binding Machine, Clear"
OFF-BIN-10004569,Office Supplies,Art,"Binney & Smith Highlighters, Blue"
OFF-ST-10002546,Office Supplies,Storage,"Eldon Folders, Single Width"
FUR-FU-10000585,Furniture,Furnishings,"Deflect-O Light Bulb, Duo Pack"
OFF-ROG-10000332,Office Supplies,Storage,"Rogers Box, Single Width"
OFF-LA-10001075,Office Supplies,Labels,"Hon Removable Labels, Laser Printer Compatible"
OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl"
FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7"
OFF-FA-10001115,Office Supplies,Fasteners,"Accos Push Pins, Assorted Sizes"
OFF-SU-10000079,Office Supplies,Supplies,"Fiskars Trimmer, Serrated"
FUR-ADV-10004718,Furniture,Furnishings,"Advantus Light Bulb, Duo Pack"
OFF-BI-10004146,Office Supplies,Binders,"Acco Binding Machine, Recycled"
OFF-SU-10000926,Office Supplies,Supplies,"Acme Trimmer, Easy Grip"
OFF-PA-10001858,Office Supplies,Paper,"SanDisk Message Books, Multicolor"
OFF-PA-10002751,Office Supplies,Paper,Xerox 1920
OFF-AR-10003521,Office Supplies,Art,"Stanley Highlighters, Easy-Erase"
OFF-AVE-10004308,Office Supplies,Binders,"Avery Binder, Durable"
OFF-XER-10001513,Office Supplies,Paper,"Xerox Message Books, Recycled"
OFF-FA-10003879,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Assorted Sizes"
OFF-FA-10004942,Office Supplies,Fasteners,"OIC Clamps, Metal"
OFF-EN-10002896,Office Supplies,Envelopes,"Jiffy Business Envelopes, Set of 50"
OFF-SU-10000216,Office Supplies,Supplies,"Stiletto Ruler, Steel"
OFF-JIF-10002454,Office Supplies,Envelopes,"Jiffy Manila Envelope, Recycled"
OFF-IBI-10000440,Office Supplies,Binders,"Ibico Binder Covers, Clear"
OFF-EN-10002725,Office Supplies,Envelopes,"Ames Manila Envelope, Set of 50"
OFF-LA-10003390,Office Supplies,Labels,"Harbour Creations File Folder Labels, 5000 Label Set"
OFF-OIC-10000492,Office Supplies,Fasteners,"OIC Push Pins, 12 Pack"
OFF-SME-10003033,Office Supplies,Storage,"Smead Trays, Industrial"
TEC-STA-10004927,Technology,Machines,"StarTech Receipt Printer, Wireless"
OFF-FA-10001613,Office Supplies,Fasteners,"OIC Thumb Tacks, Bulk Pack"
OFF-SU-10004737,Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors
OFF-AVE-10004828,Office Supplies,Labels,"Avery Removable Labels, Laser Printer Compatible"
OFF-EN-10002613,Office Supplies,Envelopes,"Ames Clasp Envelope, Security-Tint"
OFF-ADV-10003369,Office Supplies,Fasteners,"Advantus Thumb Tacks, Assorted Sizes"
FUR-FU-10000605,Furniture,Furnishings,"Rubbermaid Light Bulb, Black"
FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp
FUR-FU-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame
OFF-KRA-10002406,Office Supplies,Envelopes,"Kraft Interoffice Envelope, with clear poly window"
TEC-PH-10001602,Technology,Phones,"Samsung Office Telephone, Full Size"
OFF-PA-10004296,Office Supplies,Paper,"Enermax Note Cards, Premium"
OFF-FA-10000563,Office Supplies,Fasteners,"Accos Push Pins, Assorted Sizes"
OFF-BI-10003166,Office Supplies,Binders,"Cardinal Hole Reinforcements, Durable"
OFF-FA-10001045,Office Supplies,Fasteners,"Stockwell Staples, 12 Pack"
OFF-EN-10002911,Office Supplies,Envelopes,"Ames Manila Envelope, with clear poly window"
OFF-SU-10002032,Office Supplies,Supplies,"Stiletto Scissors, Easy Grip"
OFF-FA-10003994,Office Supplies,Fasteners,"Stockwell Paper Clips, Metal"
OFF-EN-10004422,Office Supplies,Envelopes,"Cameo Peel and Seal, Set of 50"
FUR-TEN-10004549,Furniture,Furnishings,"Tenex Light Bulb, Durable"
OFF-AR-10004884,Office Supplies,Art,"Sanford Pens, Fluorescent"
OFF-FA-10000046,Office Supplies,Fasteners,"Advantus Staples, Bulk Pack"
FUR-FU-10000719,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11"
OFF-SU-10004888,Office Supplies,Supplies,"Stiletto Shears, Steel"
OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils"
OFF-KRA-10004892,Office Supplies,Envelopes,"Kraft Clasp Envelope, Set of 50"
OFF-GRE-10000320,Office Supplies,Paper,"Green Bar Computer Printout Paper, Premium"
OFF-OIC-10000189,Office Supplies,Fasteners,"OIC Clamps, Metal"
OFF-KLE-10004543,Office Supplies,Supplies,"Kleencut Ruler, High Speed"
OFF-SU-10003879,Office Supplies,Supplies,"Kleencut Shears, High Speed"
OFF-LA-10001833,Office Supplies,Labels,"Hon Shipping Labels, Alphabetical"
OFF-LA-10002939,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, 5000 Label Set"
TEC-AC-10001406,Technology,Accessories,"Enermax Memory Card, Programmable"
OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener
OFF-FA-10002782,Office Supplies,Fasteners,"Accos Thumb Tacks, Assorted Sizes"
OFF-LA-10001471,Office Supplies,Labels,"Harbour Creations File Folder Labels, Alphabetical"
OFF-BI-10002558,Office Supplies,Binders,"Cardinal Binder Covers, Economy"
OFF-STI-10001136,Office Supplies,Supplies,"Stiletto Letter Opener, Easy Grip"
OFF-AR-10003680,Office Supplies,Art,"BIC Markers, Water Color"
OFF-BI-10003152,Office Supplies,Binders,"Avery Hole Reinforcements, Recycled"
OFF-HAR-10001714,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, Adjustable"
OFF-EN-10004935,Office Supplies,Envelopes,"Cameo Clasp Envelope, with clear poly window"
OFF-EN-10001711,Office Supplies,Envelopes,"Ames Clasp Envelope, with clear poly window"
OFF-LA-10000624,Office Supplies,Labels,"Hon File Folder Labels, 5000 Label Set"
OFF-EN-10002434,Office Supplies,Envelopes,"Kraft Manila Envelope, Recycled"
OFF-EN-10004568,Office Supplies,Envelopes,"Kraft Business Envelopes, Set of 50"
FUR-CH-10001414,Furniture,Chairs,"Hon Chairmat, Red"
FUR-FU-10003546,Furniture,Furnishings,"Advantus Clock, Durable"
OFF-FA-10004186,Office Supplies,Fasteners,"Advantus Thumb Tacks, Bulk Pack"
OFF-FA-10002539,Office Supplies,Fasteners,"Stockwell Rubber Bands, Metal"
OFF-PA-10000477,Office Supplies,Paper,Xerox 1952
OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2"""
TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card
FUR-OFF-10003019,Furniture,Chairs,"Office Star Steel Folding Chair, Adjustable"
OFF-IBI-10000099,Office Supplies,Binders,"Ibico Binder, Clear"
OFF-BI-10003503,Office Supplies,Binders,"Cardinal Index Tab, Economy"
FUR-DEF-10002774,Furniture,Furnishings,"Deflect-O Clock, Durable"
OFF-LA-10003285,Office Supplies,Labels,"Avery Removable Labels, Adjustable"
FUR-BO-10004238,Furniture,Bookcases,"Ikea Corner Shelving, Pine"
OFF-PA-10000116,Office Supplies,Paper,"Xerox Parchment Paper, Premium"
OFF-PA-10000743,Office Supplies,Paper,Xerox 1977
OFF-FIS-10004155,Office Supplies,Supplies,"Fiskars Letter Opener, Steel"
OFF-SU-10003719,Office Supplies,Supplies,"Stiletto Scissors, Steel"
OFF-AR-10001402,Office Supplies,Art,"Sanford Highlighters, Water Color"
OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders"
OFF-EN-10003160,Office Supplies,Envelopes,Pastel Pink Envelopes
OFF-LA-10002895,Office Supplies,Labels,"Avery Legal Exhibit Labels, Laser Printer Compatible"
OFF-AR-10003461,Office Supplies,Art,"Stanley Pencil Sharpener, Easy-Erase"
OFF-PA-10000520,Office Supplies,Paper,Xerox 201
OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers
FUR-RUB-10001796,Furniture,Furnishings,"Rubbermaid Light Bulb, Erganomic"
OFF-AP-10002497,Office Supplies,Appliances,"Hamilton Beach Coffee Grinder, White"
OFF-PA-10000295,Office Supplies,Paper,Xerox 229
OFF-GRE-10000492,Office Supplies,Paper,"Green Bar Memo Slips, Recycled"
FUR-FU-10004842,Furniture,Furnishings,"Advantus Light Bulb, Erganomic"
OFF-PA-10003499,Office Supplies,Paper,"Xerox Parchment Paper, 8.5 x 11"
